IU	PMSA	20 HNZ -64.7744 -64.0489   40.0 100.00 4.253440e+05    DU/M/S**2 COMMENT
IU	TRQA	20 HN1 -38.0568 -61.9787  510.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	TRQA	20 HN2 -38.0568 -61.9787  510.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	TRQA	20 HNZ -38.0568 -61.9787  510.0 100.00 4.279860e+05    DU/M/S**2 COMMENT
IU	TRQA	00 BH1 -38.0568 -61.9787  439.0  20.00 3.309370e+09    DU/M/S COMMENT
IU	TRQA	00 BH2 -38.0568 -61.9787  439.0  20.00 3.312420e+09    DU/M/S COMMENT
IU	TRQA	00 BHZ -38.0568 -61.9787  439.0  20.00 3.247340e+09    DU/M/S COMMENT
IU	TRQA	10 BH1 -38.0568 -61.9787  510.0  40.00 3.055610e+10    DU/M/S COMMENT
IU	TRQA	10 BH2 -38.0568 -61.9787  510.0  40.00 3.269610e+10    DU/M/S COMMENT
IU	TRQA	10 BHZ -38.0568 -61.9787  510.0  40.00 3.322240e+10    DU/M/S COMMENT
IU	TRQA	10 HH1 -38.0568 -61.9787  510.0 100.00 3.055610e+10    DU/M/S COMMENT
IU	TRQA	10 HH2 -38.0568 -61.9787  510.0 100.00 3.269610e+10    DU/M/S COMMENT
IU	TRQA	10 HHZ -38.0568 -61.9787  510.0 100.00 3.322240e+10    DU/M/S COMMENT
CX	HMBCX	-- BHE -20.2782 -69.8879 1152.0  20.00 6.291520e+08    DU/M/S COMMENT
CX	HMBCX	-- BHN -20.2782 -69.8879 1152.0  20.00 6.291520e+08    DU/M/S COMMENT
CX	HMBCX	-- BHZ -20.2782 -69.8879 1152.0  20.00 6.291520e+08    DU/M/S COMMENT
CX	HMBCX	-- BLE -20.2782 -69.8879 1152.0  20.00 2.154800e+05    DU/M/S**2 COMMENT
CX	HMBCX	-- BLN -20.2782 -69.8879 1152.0  20.00 2.154800e+05    DU/M/S**2 COMMENT
CX	HMBCX	-- BLZ -20.2782 -69.8879 1152.0  20.00 2.154800e+05    DU/M/S**2 COMMENT
CX	HMBCX	-- HHE -20.2782 -69.8879 1152.0 100.00 6.291450e+08    DU/M/S COMMENT
CX	HMBCX	-- HHN -20.2782 -69.8879 1152.0 100.00 6.291450e+08    DU/M/S COMMENT
CX	HMBCX	-- HHZ -20.2782 -69.8879 1152.0 100.00 6.291450e+08    DU/M/S COMMENT
CX	HMBCX	-- HLE -20.2782 -69.8879 1152.0 100.00 2.142400e+05    DU/M/S**2 COMMENT
CX	HMBCX	-- HLN -20.2782 -69.8879 1152.0 100.00 2.142400e+05    DU/M/S**2 COMMENT
CX	HMBCX	-- HLZ -20.2782 -69.8879 1152.0 100.00 2.142400e+05    DU/M/S**2 COMMENT
